Start time,Attack Duration,Source IP,Attack Type,Total Packets,Total Bytes
2024-10-19 00:52:37,0.000497817993164,142.89.142.213,Ping of Death,2,2084
2024-10-19 00:52:39,0.0003132820129394,53.94.199.36,SYN flood,2,114
2024-10-19 00:52:41,0.0005035400390625,248.154.23.183,SYN-ACK flood,2,114
2024-10-19 00:52:43,0.0005383491516113,132.73.56.234,SYN flood,2,114
2024-10-19 00:52:45,0.000528335571289,111.131.116.54,Ping of Death,2,2084
2024-10-19 00:52:47,0.0012073516845703,192.168.150.129,Smurf,2,102
2024-10-19 00:52:49,0.0011074542999267,192.168.150.129,Smurf,2,102
2024-10-19 00:52:51,0.0005438327789306,115.88.46.221,SYN-ACK flood,2,114
2024-10-19 00:52:53,0.0014495849609375,192.168.150.129,Smurf,2,102
2024-10-19 00:52:55,0.0006535053253173,168.108.224.242,SYN-ACK flood,2,114
2024-10-19 00:52:57,0.0008430480957031,62.100.249.23,SYN flood,2,114
2024-10-19 00:52:59,0.0004429817199707,79.129.12.58,SYN-ACK flood,2,114
2024-10-19 00:53:01,0.0006110668182373,6.249.12.112,Ping of Death,2,2084
2024-10-19 00:53:03,0.0008189678192138,69.123.205.50,Ping of Death,2,2084
2024-10-19 00:53:05,0.0004479885101318,46.208.75.219,Ping of Death,2,2084
2024-10-19 00:53:07,0.0003552436828613,162.3.53.78,SYN flood,2,114
2024-10-19 00:53:09,0.0003621578216552,189.177.48.75,SYN flood,2,114
2024-10-19 00:53:11,0.0004122257232666,21.122.2.58,SYN-ACK flood,2,114
2024-10-19 00:53:13,0.0004467964172363,217.157.133.19,Ping of Death,2,2084
2024-10-19 00:53:15,0.0003454685211181,38.54.32.21,SYN-ACK flood,2,114
2024-10-19 00:53:17,0.0005140304565429,192.168.150.129,Smurf,2,102
2024-10-19 00:53:19,0.0007894039154052,192.168.150.129,Smurf,2,102
2024-10-19 00:53:21,0.0003533363342285,187.44.39.140,SYN flood,2,114
2024-10-19 00:53:23,0.0005238056182861,228.125.221.208,Ping of Death,2,2084
2024-10-19 00:53:25,0.0006630420684814,29.155.121.8,SYN flood,2,114
2024-10-19 00:53:28,0.0005481243133544,102.49.95.52,Ping of Death,2,2084
2024-10-19 00:53:30,0.000540018081665,192.168.150.129,Smurf,2,102
2024-10-19 00:53:32,0.0005586147308349,41.196.251.143,Ping of Death,2,2084
2024-10-19 00:53:34,0.0008521080017089,152.129.215.221,SYN-ACK flood,2,114
2024-10-19 00:53:36,0.0004291534423828,83.73.161.230,Ping of Death,2,2084
2024-10-19 00:53:38,0.000535249710083,242.80.73.203,SYN flood,2,114
2024-10-19 00:53:40,0.0009024143218994,167.65.206.145,SYN-ACK flood,2,114
2024-10-19 00:53:42,0.0002732276916503,49.13.151.241,SYN-ACK flood,2,114
2024-10-19 00:53:44,0.0004959106445312,75.157.119.46,SYN flood,2,114
2024-10-19 00:53:46,0.0008237361907958,175.193.254.40,SYN flood,2,114
2024-10-19 00:53:48,0.0009269714355468,200.45.97.129,SYN flood,2,114
2024-10-19 00:53:50,0.0004396438598632,207.139.220.71,SYN flood,2,114
2024-10-19 00:53:52,0.0005855560302734,178.209.61.47,Ping of Death,2,2084
2024-10-19 00:53:54,0.0008337497711181,74.255.63.217,SYN flood,2,114
2024-10-19 00:53:56,0.0005049705505371,79.161.6.248,SYN flood,2,114
2024-10-19 00:53:58,0.0005006790161132,37.38.184.215,Ping of Death,2,2084
2024-10-19 00:54:00,0.0008261203765869,194.11.235.14,SYN flood,2,114
2024-10-19 00:54:02,0.0004088878631591,167.120.113.164,SYN-ACK flood,2,114
2024-10-19 00:54:04,0.0003638267517089,230.252.181.187,SYN flood,2,114
2024-10-19 00:54:06,0.0009369850158691,192.168.150.129,Smurf,2,102
2024-10-19 00:54:08,0.0005402565002441,139.147.125.31,Ping of Death,2,2084
2024-10-19 00:54:10,0.0009009838104248,192.168.150.129,Smurf,2,102
2024-10-19 00:54:12,0.0009703636169433,16.49.57.17,Ping of Death,2,2084
2024-10-19 00:54:14,0.0007293224334716,243.41.88.179,SYN flood,2,114
2024-10-19 00:54:16,0.0005722045898437,14.44.70.179,Ping of Death,2,2084
2024-10-19 00:54:18,0.0008738040924072,52.232.71.60,SYN flood,2,114
2024-10-19 00:54:20,0.0006546974182128,84.229.255.221,SYN-ACK flood,2,114
2024-10-19 00:54:22,0.0006816387176513,192.168.150.129,Smurf,2,102
2024-10-19 00:54:24,0.0008981227874755,115.170.103.27,Ping of Death,2,2084
2024-10-19 00:54:26,0.0004453659057617,229.117.59.90,Ping of Death,2,2084
2024-10-19 00:54:28,0.0012125968933105,66.10.251.221,SYN flood,2,114
2024-10-19 00:54:30,0.0013291835784912,192.168.150.129,Smurf,2,102
2024-10-19 00:54:32,0.0003278255462646,219.26.57.4,SYN flood,2,114
2024-10-19 00:54:34,0.000878095626831,192.168.150.129,Smurf,2,102
2024-10-19 00:54:36,0.0004224777221679,7.205.148.166,SYN-ACK flood,2,114
2024-10-19 00:54:39,0.0009419918060302,192.168.150.129,Smurf,2,102
2024-10-19 00:54:41,0.0003252029418945,65.110.255.157,SYN-ACK flood,2,114
2024-10-19 00:54:43,0.0005691051483154,30.121.74.43,Ping of Death,2,2084
2024-10-19 00:54:45,0.0003778934478759,59.197.181.8,SYN-ACK flood,2,114
2024-10-19 00:54:47,0.0007150173187255,254.164.52.188,SYN-ACK flood,2,114
2024-10-19 00:54:49,0.0006704330444335,245.24.100.86,SYN flood,2,114
2024-10-19 00:54:51,0.0003511905670166,255.185.167.74,SYN-ACK flood,2,114
2024-10-19 00:54:53,0.0005652904510498,241.27.76.5,Ping of Death,2,2084
2024-10-19 00:54:55,0.0006279945373535,192.168.150.129,Smurf,2,102
2024-10-19 00:54:57,0.0009627342224121,155.12.44.234,Ping of Death,2,2084
2024-10-19 00:54:59,0.0003859996795654,248.206.38.226,Ping of Death,2,2084
2024-10-19 00:55:01,0.0010051727294921,192.168.150.129,Smurf,2,102
2024-10-19 00:55:03,0.0005433559417724,192.168.150.129,Smurf,2,102
2024-10-19 00:55:05,0.0004866123199462,105.242.182.104,Ping of Death,2,2084
2024-10-19 00:55:07,0.0004260540008544,101.159.176.108,SYN-ACK flood,2,114
2024-10-19 00:55:09,0.0009355545043945,170.47.23.40,Ping of Death,2,2084
2024-10-19 00:55:11,0.0004379749298095,161.74.59.29,SYN flood,2,114
2024-10-19 00:55:13,0.0013139247894287,199.48.111.55,Ping of Death,2,2084
2024-10-19 00:55:15,0.0004942417144775,167.33.114.129,Ping of Death,2,2084
2024-10-19 00:55:17,0.0002737045288085,120.111.45.43,SYN-ACK flood,2,114
2024-10-19 00:55:19,0.0003650188446044,218.152.212.250,SYN flood,2,114
2024-10-19 00:55:21,0.0007586479187011,192.168.150.129,Smurf,2,102
2024-10-19 00:55:23,0.0002741813659667,175.181.87.244,SYN flood,2,114
2024-10-19 00:55:25,0.0010747909545898,192.168.150.129,Smurf,2,102
2024-10-19 00:55:27,0.0006837844848632,157.59.235.6,Ping of Death,2,2084
2024-10-19 00:55:29,0.0005052089691162,162.116.35.213,SYN-ACK flood,2,114
2024-10-19 00:55:31,0.0003769397735595,126.35.78.47,SYN-ACK flood,2,114
2024-10-19 00:55:33,0.0006859302520751,237.132.22.16,SYN flood,2,114
2024-10-19 00:55:35,0.0004584789276123,63.61.125.234,SYN flood,2,114
2024-10-19 00:55:37,0.0004541873931884,20.144.222.174,SYN flood,2,114
2024-10-19 00:55:39,0.0008199214935302,213.220.121.5,SYN flood,2,114
2024-10-19 00:55:41,0.0007159709930419,54.93.83.182,SYN-ACK flood,2,114
2024-10-19 00:55:43,0.0014889240264892,59.62.7.0,Ping of Death,2,2084
2024-10-19 00:55:45,0.0004477500915527,158.145.104.43,Ping of Death,2,2084
2024-10-19 00:55:47,0.0009346008300781,176.248.114.244,SYN flood,2,114
2024-10-19 00:55:49,0.0005476474761962,61.211.126.148,SYN flood,2,114
2024-10-19 00:55:52,0.0004241466522216,32.70.167.59,Ping of Death,2,2084
2024-10-19 00:55:54,0.0006544589996337,30.212.143.165,SYN flood,2,114
2024-10-19 00:55:56,0.0004024505615234,47.25.199.208,SYN flood,2,114
2024-10-19 00:55:58,0.0007328987121582,119.32.116.109,Ping of Death,2,2084
2024-10-19 00:56:00,0.0005106925964355,232.214.170.107,SYN-ACK flood,2,114
2024-10-19 00:56:02,0.0006110668182373,226.88.5.45,SYN-ACK flood,2,114
2024-10-19 00:56:04,0.0004277229309082,250.140.184.41,SYN flood,2,114
2024-10-19 00:56:06,0.0003395080566406,117.102.14.73,SYN-ACK flood,2,114
2024-10-19 00:56:08,0.0004553794860839,67.86.119.88,SYN flood,2,114
2024-10-19 00:56:10,0.0003926753997802,88.58.55.26,SYN-ACK flood,2,114
2024-10-19 00:56:12,0.000497817993164,246.227.121.233,SYN-ACK flood,2,114
2024-10-19 00:56:14,0.0012285709381103,192.168.150.129,Smurf,2,102
2024-10-19 00:56:16,0.0003788471221923,173.124.160.53,SYN flood,2,114
2024-10-19 00:56:18,0.0003433227539062,124.127.217.70,SYN flood,2,114
2024-10-19 00:56:20,0.0003490447998046,16.253.97.253,Ping of Death,2,2084
2024-10-19 00:56:22,0.000781774520874,225.172.96.16,Ping of Death,2,2084
2024-10-19 00:56:24,0.0008742809295654,192.168.150.129,Smurf,2,102
2024-10-19 00:56:26,0.0006880760192871,9.221.225.57,Ping of Death,2,2084
2024-10-19 00:56:27,5.555152893066406e-05,185.125.190.96,SYN-ACK flood,1,60
2024-10-19 00:56:28,0.0006613731384277,222.123.198.42,SYN-ACK flood,2,114
2024-10-19 00:56:30,0.0003628730773925,185.248.115.91,SYN flood,2,114
2024-10-19 00:56:32,0.0011906623840332,174.139.84.150,SYN flood,2,114
2024-10-19 00:56:34,0.0004379749298095,185.87.97.166,SYN-ACK flood,2,114
2024-10-19 00:56:36,0.0011098384857177,192.168.150.129,Smurf,2,102
2024-10-19 00:56:38,0.0007965564727783,192.168.150.129,Smurf,2,102
2024-10-19 00:56:40,0.000676155090332,171.190.160.27,SYN flood,2,114
2024-10-19 00:56:42,0.0008425712585449,97.149.54.69,SYN flood,2,114
2024-10-19 00:56:44,0.0006852149963378,173.38.102.109,Ping of Death,2,2084
2024-10-19 00:56:46,0.0004680156707763,155.196.25.224,SYN-ACK flood,2,114
2024-10-19 00:56:48,0.0003213882446289,67.239.218.206,SYN flood,2,114
2024-10-19 00:56:50,0.0002815723419189,11.109.184.145,SYN-ACK flood,2,114
2024-10-19 00:56:52,0.0005099773406982,208.214.242.183,SYN flood,2,114
2024-10-19 00:56:54,0.0007305145263671,210.13.119.218,SYN flood,2,114
2024-10-19 00:56:56,0.000502586364746,55.224.21.84,SYN flood,2,114
2024-10-19 00:56:58,0.0002870559692382,240.140.117.230,SYN-ACK flood,2,114
2024-10-19 00:57:00,0.0003693103790283,49.65.22.144,SYN flood,2,114
2024-10-19 00:57:02,0.0006327629089355,129.164.134.232,Ping of Death,2,2084
2024-10-19 00:57:04,0.0007717609405517,207.98.249.13,SYN flood,2,114
2024-10-19 00:57:06,0.0003838539123535,248.12.241.55,SYN-ACK flood,2,114
2024-10-19 00:57:09,0.0031065940856933,192.168.150.129,Smurf,2,102
2024-10-19 00:57:11,0.0003910064697265,181.107.222.126,Ping of Death,2,2084
2024-10-19 00:57:13,0.0005958080291748,41.188.254.20,SYN flood,2,114
2024-10-19 00:57:15,0.0010647773742675,192.168.150.129,Smurf,2,102
2024-10-19 00:57:17,0.0002698898315429,120.241.66.129,SYN flood,2,114
2024-10-19 00:57:19,0.0009272098541259,192.168.150.129,Smurf,2,102
2024-10-19 00:57:21,0.0007548332214355,192.168.150.129,Smurf,2,102
2024-10-19 00:57:23,0.0004143714904785,17.195.226.150,SYN flood,2,114
2024-10-19 00:57:25,0.0004634857177734,209.36.84.12,SYN-ACK flood,2,114
2024-10-19 00:57:27,0.0004172325134277,89.76.50.206,Ping of Death,2,2084
2024-10-19 00:57:29,0.0009243488311767,49.215.72.219,SYN-ACK flood,2,114
2024-10-19 00:57:31,0.0004091262817382,189.97.216.86,SYN flood,2,114
2024-10-19 00:57:33,0.0006704330444335,9.104.148.13,SYN flood,2,114
2024-10-19 00:57:35,0.0011019706726074,192.168.150.129,Smurf,2,102
2024-10-19 00:57:37,0.0003197193145751,27.8.232.151,SYN flood,2,114
2024-10-19 00:57:39,0.000734806060791,187.194.162.130,Ping of Death,2,2084
2024-10-19 00:57:41,0.0008976459503173,237.170.131.90,SYN-ACK flood,2,114
2024-10-19 00:57:43,0.0004675388336181,61.78.195.177,Ping of Death,2,2084
2024-10-19 00:57:45,0.0004630088806152,236.101.93.22,SYN-ACK flood,2,114
2024-10-19 00:57:47,0.0004885196685791,219.136.153.84,SYN-ACK flood,2,114
2024-10-19 00:57:49,0.0008106231689453,192.168.150.129,Smurf,2,102
2024-10-19 00:57:51,0.0010244846343994,192.168.150.129,Smurf,2,102
2024-10-19 00:57:53,0.0006070137023925,14.113.204.80,SYN-ACK flood,2,114
2024-10-19 00:57:55,0.0005617141723632,207.210.218.208,Ping of Death,2,2084
2024-10-19 00:57:57,0.0007531642913818,27.217.47.74,Ping of Death,2,2084
2024-10-19 00:57:59,0.0011961460113525,192.168.150.129,Smurf,2,102
2024-10-19 00:58:01,0.000568151473999,192.168.150.129,Smurf,2,102
2024-10-19 00:58:03,0.0005171298980712,91.203.140.80,SYN flood,2,114
2024-10-19 00:58:05,0.0004379749298095,173.176.138.3,SYN flood,2,114
2024-10-19 00:58:07,0.0011248588562011,192.168.150.129,Smurf,2,102
2024-10-19 00:58:09,0.0004966259002685,52.5.146.172,Ping of Death,2,2084
2024-10-19 00:58:11,0.0003502368927001,162.186.245.159,SYN-ACK flood,2,114
2024-10-19 00:58:13,0.0008678436279296,192.168.150.129,Smurf,2,102
2024-10-19 00:58:15,0.0003843307495117,90.100.161.182,SYN flood,2,114
2024-10-19 00:58:18,0.0002648830413818,212.21.55.16,SYN-ACK flood,2,114
2024-10-19 00:58:20,0.0006201267242431,192.168.150.129,Smurf,2,102
2024-10-19 00:58:22,0.0013394355773925,192.168.150.129,Smurf,2,102
2024-10-19 00:58:24,0.0005254745483398,192.168.150.129,Smurf,2,102
2024-10-19 00:58:26,0.0003905296325683,195.47.145.59,SYN flood,2,114
2024-10-19 00:58:28,0.0012154579162597,192.168.150.129,Smurf,2,102
2024-10-19 00:58:30,0.0005230903625488,175.249.236.240,SYN flood,2,114
2024-10-19 00:58:32,0.0007071495056152,172.227.184.156,Ping of Death,2,2084
2024-10-19 00:58:34,0.0004680156707763,100.150.48.121,SYN-ACK flood,2,114
2024-10-19 00:58:36,0.0004768371582031,120.175.69.97,SYN flood,2,114
2024-10-19 00:58:38,0.0005266666412353,135.110.48.214,SYN-ACK flood,2,114
2024-10-19 00:58:40,0.0007891654968261,192.168.150.129,Smurf,2,102
2024-10-19 00:58:42,0.0004997253417968,224.49.51.139,SYN flood,2,114
2024-10-19 00:58:44,0.0009915828704833,192.168.150.129,Smurf,2,102
2024-10-19 00:58:46,0.0005929470062255,192.168.150.129,Smurf,2,102
2024-10-19 00:58:48,0.0008277893066406,192.168.150.129,Smurf,2,102
2024-10-19 00:58:50,0.000892162322998,192.168.150.129,Smurf,2,102
2024-10-19 00:58:52,0.0009844303131103,192.168.150.129,Smurf,2,102
2024-10-19 00:58:54,0.0013272762298583,133.87.210.50,SYN-ACK flood,2,114
2024-10-19 00:58:56,0.0004825592041015,201.54.219.3,SYN-ACK flood,2,114
2024-10-19 00:58:58,0.0003907680511474,87.124.29.126,SYN flood,2,114
2024-10-19 00:59:00,0.0003044605255126,210.66.111.232,SYN-ACK flood,2,114
2024-10-19 00:59:02,0.0003299713134765,40.33.128.235,SYN-ACK flood,2,114
2024-10-19 00:59:04,0.0002801418304443,18.25.47.93,SYN-ACK flood,2,114
2024-10-19 00:59:06,0.0004575252532958,243.198.201.77,SYN flood,2,114
2024-10-19 00:59:08,0.0003571510314941,158.230.47.143,SYN flood,2,114
2024-10-19 00:59:10,0.0009016990661621,153.207.73.128,SYN-ACK flood,2,114
2024-10-19 00:59:12,0.0003256797790527,79.215.76.31,SYN-ACK flood,2,114
2024-10-19 00:59:14,0.0004737377166748,162.215.17.187,SYN-ACK flood,2,114
2024-10-19 00:59:16,0.0003182888031005,39.6.156.230,SYN flood,2,114
2024-10-19 00:59:18,0.0003764629364013,41.55.146.145,SYN flood,2,114
2024-10-19 00:59:20,0.0003018379211425,121.60.94.247,SYN flood,2,114
2024-10-19 00:59:22,0.0009295940399169,141.216.125.172,SYN-ACK flood,2,114
2024-10-19 00:59:24,0.0003845691680908,231.36.200.163,SYN flood,2,114
2024-10-19 00:59:26,0.0006678104400634,192.168.150.129,Smurf,2,102
2024-10-19 00:59:29,0.0005815029144287,20.105.57.106,SYN-ACK flood,2,114
2024-10-19 00:59:31,0.000446081161499,221.200.165.161,SYN-ACK flood,2,114
2024-10-19 00:59:33,0.0005154609680175,221.178.178.169,SYN-ACK flood,2,114
2024-10-19 00:59:35,0.000295877456665,242.226.190.54,SYN flood,2,114
2024-10-19 00:59:37,0.0004394054412841,100.7.226.31,SYN flood,2,114
2024-10-19 00:59:39,0.000523567199707,9.185.30.63,Ping of Death,2,2084
2024-10-19 00:59:41,0.0005276203155517,192.168.150.129,Smurf,2,102
2024-10-19 00:59:43,0.0007696151733398,23.125.245.199,Ping of Death,2,2084
2024-10-19 00:59:45,0.0005633831024169,103.69.211.183,SYN-ACK flood,2,114
2024-10-19 00:59:47,0.0012869834899902,192.168.150.129,Smurf,2,102
2024-10-19 00:59:49,0.000744342803955,192.168.150.129,Smurf,2,102
2024-10-19 00:59:51,0.0004541873931884,250.195.43.32,Ping of Death,2,2084
2024-10-19 00:59:53,0.0004138946533203,78.31.152.154,SYN flood,2,114
2024-10-19 00:59:55,0.0006079673767089,243.116.90.135,SYN-ACK flood,2,114
2024-10-19 00:59:57,0.0014188289642333,192.168.150.129,Smurf,2,102
2024-10-19 00:59:59,0.001338243484497,192.168.150.129,Smurf,2,102
2024-10-19 01:00:01,0.0007722377777099,192.168.150.129,Smurf,2,102
2024-10-19 01:00:05,0.0003852844238281,246.31.174.13,Ping of Death,2,2084
2024-10-19 01:00:07,0.0005924701690673,192.168.150.129,Smurf,2,102
2024-10-19 01:00:09,0.0004158020019531,153.250.123.253,SYN flood,2,114
2024-10-19 01:00:11,0.0003314018249511,67.61.35.213,SYN flood,2,114
2024-10-19 01:00:13,0.0011780261993408,192.168.150.129,Smurf,2,102
2024-10-19 01:00:15,0.0004792213439941,220.148.134.244,SYN-ACK flood,2,114
2024-10-19 01:00:17,0.000716209411621,225.35.156.12,Ping of Death,2,2084
2024-10-19 01:00:19,0.0010347366333007,23.84.131.208,Ping of Death,2,2084
2024-10-19 01:00:21,0.0012803077697753,192.168.150.129,Smurf,2,102
2024-10-19 01:00:23,0.0007429122924804,71.29.4.89,SYN-ACK flood,2,114
2024-10-19 01:00:25,0.0003407001495361,154.191.199.191,SYN flood,2,114
2024-10-19 01:00:27,0.000300645828247,116.57.0.86,SYN-ACK flood,2,114
2024-10-19 01:00:29,0.0004827976226806,209.28.214.198,Ping of Death,2,2084
2024-10-19 01:00:31,0.000446081161499,140.207.12.225,Ping of Death,2,2084
2024-10-19 01:00:33,0.0003504753112792,130.120.15.214,Ping of Death,2,2084
2024-10-19 01:00:35,0.0004196166992187,61.6.123.37,Ping of Death,2,2084
2024-10-19 01:00:38,0.0004763603210449,219.65.19.227,Ping of Death,2,2084
2024-10-19 01:00:40,0.0006296634674072,130.210.240.227,SYN flood,2,114
2024-10-19 01:00:42,0.000403881072998,126.206.154.70,SYN flood,2,114
2024-10-19 01:00:44,0.0005121231079101,192.168.150.129,Smurf,2,102
2024-10-19 01:00:46,0.0003948211669921,192.121.18.19,Ping of Death,2,2084
2024-10-19 01:00:48,0.0003983974456787,164.112.203.102,Ping of Death,2,2084
2024-10-19 01:00:50,0.000525951385498,192.168.150.129,Smurf,2,102
2024-10-19 01:00:52,0.0003683567047119,240.51.146.144,SYN-ACK flood,2,114
2024-10-19 01:00:54,0.000596284866333,192.168.150.129,Smurf,2,102
2024-10-19 01:00:56,0.0004644393920898,125.95.46.146,SYN-ACK flood,2,114
2024-10-19 01:00:58,0.0009810924530029,192.168.150.129,Smurf,2,102
2024-10-19 01:01:00,0.0004515647888183,145.131.3.136,SYN flood,2,114
2024-10-19 01:01:02,0.0014383792877197,192.168.150.129,Smurf,2,102
2024-10-19 01:01:04,0.0004711151123046,22.113.137.146,Ping of Death,2,2084
2024-10-19 01:01:06,0.0002849102020263,37.7.245.85,SYN flood,2,114
2024-10-19 01:01:08,0.0002737045288085,161.224.2.151,SYN flood,2,114
2024-10-19 01:01:10,0.0006017684936523,47.37.29.53,SYN-ACK flood,2,114
2024-10-19 01:01:12,0.0008075237274169,94.68.210.35,Ping of Death,2,2084
2024-10-19 01:01:14,0.0008347034454345,192.168.150.129,Smurf,2,102
2024-10-19 01:01:16,0.0003838539123535,91.242.138.183,SYN flood,2,114
2024-10-19 01:01:18,0.0004026889801025,249.19.60.237,Ping of Death,2,2084
2024-10-19 01:01:20,0.0004076957702636,92.85.152.0,Ping of Death,2,2084
2024-10-19 01:01:22,0.0012822151184082,214.215.41.195,Ping of Death,2,2084
2024-10-19 01:01:24,0.0003762245178222,12.50.92.0,Ping of Death,2,2084
2024-10-19 01:01:26,0.0007858276367187,121.4.14.228,Ping of Death,2,2084
2024-10-19 01:01:27,7.700920104980469e-05,91.189.91.96,SYN-ACK flood,1,60
2024-10-19 01:01:28,0.000727891921997,222.95.77.13,Ping of Death,2,2084
2024-10-19 01:01:30,0.000673770904541,253.120.218.253,SYN-ACK flood,2,114
2024-10-19 01:01:32,0.0005385875701904,47.148.18.113,Ping of Death,2,2084
2024-10-19 01:01:34,0.000619888305664,70.93.154.227,SYN flood,2,114
2024-10-19 01:01:36,0.0003371238708496,210.78.205.32,SYN-ACK flood,2,114
2024-10-19 01:01:38,0.0010206699371337,192.168.150.129,Smurf,2,102
2024-10-19 01:01:40,0.0006008148193359,185.144.39.169,Ping of Death,2,2084
2024-10-19 01:01:42,0.0011415481567382,192.168.150.129,Smurf,2,102
2024-10-19 01:01:44,0.0002753734588623,100.252.139.8,SYN flood,2,114
2024-10-19 01:01:46,0.0004334449768066,76.88.2.250,Ping of Death,2,2084
2024-10-19 01:01:48,0.0004749298095703,119.120.140.159,SYN-ACK flood,2,114
2024-10-19 01:01:50,0.0009326934814453,192.168.150.129,Smurf,2,102
2024-10-19 01:01:53,0.0007903575897216,192.168.150.129,Smurf,2,102
2024-10-19 01:01:55,0.0010344982147216,192.168.150.129,Smurf,2,102
2024-10-19 01:01:57,0.0004994869232177,117.248.242.135,SYN-ACK flood,2,114
2024-10-19 01:01:59,0.0003156661987304,52.27.42.41,SYN flood,2,114
2024-10-19 01:02:01,0.0003190040588378,195.68.121.148,SYN flood,2,114
2024-10-19 01:02:03,0.0008363723754882,192.168.150.129,Smurf,2,102
2024-10-19 01:02:05,0.0003554821014404,47.228.146.162,SYN-ACK flood,2,114
2024-10-19 01:02:07,0.0004651546478271,230.54.77.113,Ping of Death,2,2084
2024-10-19 01:02:09,0.0011661052703857,192.168.150.129,Smurf,2,102
2024-10-19 01:02:11,0.0004060268402099,14.3.138.44,SYN flood,2,114
2024-10-19 01:02:13,0.0004165172576904,7.129.50.103,Ping of Death,2,2084
2024-10-19 01:02:15,0.0009019374847412,192.168.150.129,Smurf,2,102
2024-10-19 01:02:17,0.0016674995422363,192.168.150.129,Smurf,2,102
2024-10-19 01:02:19,0.0005245208740234,191.197.75.235,Ping of Death,2,2084
2024-10-19 01:02:21,0.0005698204040527,230.244.96.113,Ping of Death,2,2084
2024-10-19 01:02:23,0.0006790161132812,124.180.116.127,Ping of Death,2,2084
2024-10-19 01:02:25,0.0003695487976074,248.244.41.112,SYN-ACK flood,2,114
2024-10-19 01:02:27,0.0007326602935791,214.3.82.209,SYN-ACK flood,2,114
2024-10-19 01:02:29,0.0002863407135009,33.97.77.179,SYN-ACK flood,2,114
2024-10-19 01:02:31,0.0003495216369628,212.56.232.211,SYN-ACK flood,2,114
2024-10-19 01:02:33,0.0003724098205566,153.126.129.10,SYN-ACK flood,2,114
2024-10-19 01:02:35,0.0006763935089111,192.168.150.129,Smurf,2,102
2024-10-19 01:02:37,0.0002672672271728,135.109.51.206,SYN flood,2,114
2024-10-19 01:02:39,0.0004417896270751,129.119.111.117,Ping of Death,2,2084
2024-10-19 01:02:41,0.0003833770751953,160.170.192.154,Ping of Death,2,2084
2024-10-19 01:02:43,0.0003676414489746,234.28.98.159,SYN flood,2,114
2024-10-19 01:02:45,0.0010461807250976,140.30.10.174,SYN flood,2,114
2024-10-19 01:02:47,0.0003402233123779,249.64.184.12,SYN flood,2,114
2024-10-19 01:02:49,0.0004475116729736,192.188.84.65,Ping of Death,2,2084
2024-10-19 01:02:51,0.0013070106506347,192.168.150.129,Smurf,2,102
2024-10-19 01:02:53,0.0004887580871582,112.244.100.46,SYN-ACK flood,2,114
2024-10-19 01:02:55,0.0007045269012451,188.210.9.172,SYN-ACK flood,2,114
2024-10-19 01:02:57,0.0004289150238037,102.97.116.53,SYN-ACK flood,2,114
2024-10-19 01:02:59,0.0007569789886474,15.231.160.190,SYN flood,2,114
2024-10-19 01:03:01,0.0006368160247802,192.168.150.129,Smurf,2,102
2024-10-19 01:03:03,0.0007216930389404,192.168.150.129,Smurf,2,102
2024-10-19 01:03:06,0.0002989768981933,196.118.189.4,SYN flood,2,114
2024-10-19 01:03:08,0.0003166198730468,6.253.251.44,SYN flood,2,114
2024-10-19 01:03:10,0.0003936290740966,94.244.168.210,SYN flood,2,114
2024-10-19 01:03:12,0.0019087791442871,192.168.150.129,Smurf,2,102
2024-10-19 01:03:14,0.0016384124755859,192.168.150.129,Smurf,2,102
2024-10-19 01:03:16,0.0004026889801025,20.6.37.201,SYN flood,2,114
2024-10-19 01:03:18,0.0003740787506103,31.249.84.5,SYN flood,2,114
2024-10-19 01:03:20,0.0004942417144775,6.163.136.129,Ping of Death,2,2084
2024-10-19 01:03:22,0.0006144046783447,178.218.146.50,SYN-ACK flood,2,114
2024-10-19 01:03:24,0.0006482601165771,192.168.150.129,Smurf,2,102
2024-10-19 01:03:26,0.0004305839538574,253.208.148.76,Ping of Death,2,2084
2024-10-19 01:03:28,0.0006258487701416,90.135.54.6,SYN-ACK flood,2,114
2024-10-19 01:03:30,0.000446081161499,97.44.242.113,SYN-ACK flood,2,114
2024-10-19 01:03:32,0.0004355907440185,24.57.149.224,Ping of Death,2,2084
2024-10-19 01:03:34,0.0006909370422363,40.137.234.204,SYN-ACK flood,2,114
2024-10-19 01:03:36,0.0003747940063476,172.164.242.152,Ping of Death,2,2084
2024-10-19 01:03:38,0.0005593299865722,148.107.36.74,SYN-ACK flood,2,114
2024-10-19 01:03:40,0.0013179779052734,192.168.150.129,Smurf,2,102
2024-10-19 01:03:42,0.0006334781646728,53.15.61.124,SYN flood,2,114
2024-10-19 01:03:44,0.0003707408905029,96.66.234.70,Ping of Death,2,2084
2024-10-19 01:03:46,0.0006933212280273,192.168.150.129,Smurf,2,102
2024-10-19 01:03:48,0.000342845916748,156.216.92.175,Ping of Death,2,2084
2024-10-19 01:03:50,0.0003950595855712,140.245.129.36,Ping of Death,2,2084
2024-10-19 01:03:52,0.0005168914794921,75.111.204.217,SYN flood,2,114
2024-10-19 01:03:54,0.0010271072387695,192.168.150.129,Smurf,2,102
2024-10-19 01:03:56,0.0008163452148437,97.7.17.103,SYN flood,2,114
2024-10-19 01:03:58,0.0006184577941894,192.168.150.129,Smurf,2,102
2024-10-19 01:04:00,0.0003371238708496,47.151.46.4,SYN flood,2,114
